, U(m/s), V(m/s),PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,首要污染物,指数类别,城市,degree,direction
2978,0.28,0.39,132.4875,128.525,41.22,103.6,59.25,12.495,132.4875,PM2.5_IAQI,轻度污染,西安市,0.6226707887570673,south
2979,-0.43,0.85,105.0125,106.44,32.07,88.0875,41.25,16.395,106.44,PM10_IAQI,轻度污染,西安市,0.46834241018830125,north
2980,-0.93,0.98,94.0375,95.56,28.74,73.4625,33.0,19.205,95.56,PM10_IAQI,良,西安市,0.7592261302962102,north
2981,-0.09,0.8,93.875,92.905,27.36,65.7625,30.5,21.135,93.875,PM2.5_IAQI,良,西安市,0.11202896242598787,north
2982,-1.04,-0.39,161.4857142857143,150.685,50.34,101.62,66.25,11.905,161.4857142857143,PM2.5_IAQI,中度污染,西安市,1.2120256565243244,north
2983,-1.18,0.87,127.2375,126.325,38.07,100.625,49.25,13.185,127.2375,PM2.5_IAQI,轻度污染,西安市,0.9354805740715897,north
2984,-1.09,1.37,107.65,108.925,32.52,85.525,38.0,16.53,108.925,PM10_IAQI,轻度污染,西安市,0.6720647666320444,north
2985,-2.04,-1.1,150.92857142857144,144.95499999999998,39.61,88.1875,52.25,15.785,150.92857142857144,PM2.5_IAQI,中度污染,西安市,1.0762705044059184,north
2986,-1.55,0.15,142.625,139.26999999999998,37.79,91.0375,48.25,14.435,142.625,PM2.5_IAQI,轻度污染,西安市,1.4743225516123097,north
2987,-1.04,1.01,125.525,124.615,34.77,90.5875,41.5,15.135,125.525,PM2.5_IAQI,轻度污染,西安市,0.8000312651987893,north
2988,-2.86,-1.72,132.47500000000002,128.885,34.06,66.3,38.0,19.175,132.47500000000002,PM2.5_IAQI,轻度污染,西安市,1.0293490776569838,north
2989,-2.38,-0.7,130.475,127.18,34.58,72.3375,38.0,17.705,130.475,PM2.5_IAQI,轻度污染,西安市,1.2847448850775784,north
2990,0.03,-2.59,54.1625,55.7,7.33,9.5125,9.75,35.115,55.7,PM10_IAQI,良,西安市,0.011582493608656244,south
2991,0.43,-1.48,59.475,61.12,8.57,12.5125,10.75,34.4,61.12,PM10_IAQI,良,西安市,0.282755957492006,south
2992,-0.09,-1.46,61.675,65.285,9.66,15.9375,11.75,33.79,65.285,PM10_IAQI,良,西安市,0.061565931737933566,north
2993,-0.18,-1.44,64.05,68.935,10.64,18.6625,12.75,32.415,68.935,PM10_IAQI,良,西安市,0.12435499454676144,north
2994,2.42,0.04,51.125,55.775,7.38,10.05,9.75,34.325,55.775,PM10_IAQI,良,西安市,1.5542689061921757,south
2995,1.52,-0.23,60.025000000000006,63.74,9.43,13.95,11.25,33.14,63.74,PM10_IAQI,良,西安市,1.420619792568183,south
2996,0.07,-1.18,64.2875,70.77000000000001,11.89,18.925,13.750000000000002,31.61,70.77000000000001,PM10_IAQI,良,西安市,0.05925259366343236,south
2997,-0.07,-1.3,67.7875,77.75999999999999,14.66,23.75,16.75,29.64,77.75999999999999,PM10_IAQI,良,西安市,0.05379420352984972,north
2998,-0.22,-0.88,71.025,82.64,16.55,28.1625,18.75,28.36,82.64,PM10_IAQI,良,西安市,0.24497866312686414,north
2999,-0.69,-0.56,73.925,87.265,18.11,31.1875,19.5,27.625,87.265,PM10_IAQI,良,西安市,0.8890256233943199,north
3000,-0.7,-0.68,74.9,88.87,18.52,31.4625,18.5,27.22,88.87,PM10_IAQI,良,西安市,0.7998899024629482,north
3001,-0.16,-0.59,74.85,88.775,17.72,32.5,16.5,26.975,88.775,PM10_IAQI,良,西安市,0.2648173299057889,north
3002,-0.88,-1.33,72.0625,89.585,20.21,29.4,22.25,28.73,89.585,PM10_IAQI,良,西安市,0.5845243567049134,north
3003,-0.71,-1.62,75.4625,98.73,23.97,34.6875,26.75,26.965,98.73,PM10_IAQI,良,西安市,0.4130579002314214,north
3004,-0.78,-0.8,78.525,105.83,25.98,38.9125,29.25,25.72,105.83,PM10_IAQI,轻度污染,西安市,0.7727406115633964,north
3005,-0.59,0.12,83.05,114.425,28.34,43.8625,30.75,23.565,114.425,PM10_IAQI,轻度污染,西安市,1.37014344947501,north
3006,-0.29,0.83,84.75,119.005,30.24,47.1,29.25,22.22,119.005,PM10_IAQI,轻度污染,西安市,0.33613805078556785,north
3007,0.18,1.13,84.65,119.84,30.32,50.3625,24.75,21.38,119.84,PM10_IAQI,轻度污染,西安市,0.15796489294847935,south
3008,1.02,1.16,86.0625,120.13,26.48,51.4,23.0,20.69,120.13,PM10_IAQI,轻度污染,西安市,0.7212660483960168,south
3009,1.72,1.18,83.0625,113.91,22.77,50.1875,21.75,21.645,113.91,PM10_IAQI,轻度污染,西安市,0.9694966346597809,south
3010,1.41,1.49,81.4875,107.04,21.36,49.4125,21.75,22.28,107.04,PM10_IAQI,轻度污染,西安市,0.7578189509977075,south
3011,0.11,0.56,80.7125,101.03,20.07,47.775,22.75,23.635,101.03,PM10_IAQI,轻度污染,西安市,0.1939591472598931,south
3012,-2.04,0.62,81.7,105.655,26.65,39.675,32.25,24.75,105.655,PM10_IAQI,轻度污染,西安市,1.2757456574035202,north
3013,-1.67,-0.48,85.0375,114.595,29.88,42.8625,39.0,23.445,114.595,PM10_IAQI,轻度污染,西安市,1.290915641439137,north
3014,-1.76,-0.81,87.72500000000001,124.48,33.19,45.6375,45.25,22.425,124.48,PM10_IAQI,轻度污染,西安市,1.1394700216030256,north
3015,-1.31,-0.93,91.8125,136.59,37.39,51.125,49.5,21.005,136.59,PM10_IAQI,轻度污染,西安市,0.9534411887356116,north
3016,-0.79,-0.83,96.5875,147.195,42.21,56.5,51.5,19.305,147.195,PM10_IAQI,轻度污染,西安市,0.7607118213418489,north
3017,-0.19,0.1,97.025,148.61,40.72,63.45,45.25,18.345,148.61,PM10_IAQI,轻度污染,西安市,1.0863183977578734,north
3018,0.76,0.99,93.875,140.565,32.94,65.6375,36.75,19.0,140.565,PM10_IAQI,轻度污染,西安市,0.6547185869823295,south
3019,0.88,1.07,88.375,128.285,27.37,63.1625,31.0,20.575,128.285,PM10_IAQI,轻度污染,西安市,0.6882688655293396,south
3020,-0.5,1.15,84.0,114.72,24.88,57.7625,27.500000000000004,22.075,114.72,PM10_IAQI,轻度污染,西安市,0.410127340541491,north
3021,-1.17,0.44,82.61250000000001,106.49,23.65,53.375,26.25,23.405,106.49,PM10_IAQI,轻度污染,西安市,1.2110893272099401,north
3022,-0.87,-0.63,79.5,97.66,20.95,47.1875,24.5,24.74,97.66,PM10_IAQI,良,西安市,0.9440534255838497,north
3023,-2.9,-2.63,104.7875,155.435,47.1,75.8125,56.25,17.85,155.435,PM10_IAQI,中度污染,西安市,0.8341840152353579,north
3024,-2.44,-1.61,102.1875,152.35,40.29,80.02499999999999,46.5,18.255,152.35,PM10_IAQI,中度污染,西安市,0.987537520679891,north
3025,-2.62,-1.23,93.65,133.89499999999998,33.42,73.86250000000001,37.75,19.955,133.89499999999998,PM10_IAQI,轻度污染,西安市,1.1318731994022944,north
3026,-3.44,-0.82,87.8125,119.8,29.26,66.275,33.0,20.99,119.8,PM10_IAQI,轻度污染,西安市,1.3367911600792253,north
3027,-3.3,-0.28,83.8375,108.655,26.48,59.1,29.75,22.615,108.655,PM10_IAQI,轻度污染,西安市,1.486150582501018,north
3028,-5.23,-3.61,105.575,154.845,42.8,75.0,56.00000000000001,20.0,154.845,PM10_IAQI,中度污染,西安市,0.9666449743902176,north
3029,-4.67,-2.68,99.0375,141.66,36.91,73.8875,46.5,20.765,141.66,PM10_IAQI,轻度污染,西安市,1.049807321292134,north
3030,-4.13,-1.79,92.25,126.43,33.54,72.19999999999999,39.5,20.58,126.43,PM10_IAQI,轻度污染,西安市,1.1618205492132407,north
3031,-5.37,-4.36,102.2375,149.0,34.86,62.55,56.99999999999999,22.345,149.0,PM10_IAQI,轻度污染,西安市,0.8888304030418243,north
3032,-5.27,-3.59,101.2375,144.45499999999998,34.9,65.3,52.75,22.42,144.45499999999998,PM10_IAQI,轻度污染,西安市,0.9727897072785129,north
3033,-4.67,-2.56,99.725,137.19,35.56,68.575,49.5,21.775,137.19,PM10_IAQI,轻度污染,西安市,1.069351601299526,north
3034,-5.08,-4.42,97.05,134.63,32.47,57.975,52.5,23.45,134.63,PM10_IAQI,轻度污染,西安市,0.8547603964600122,north
3035,-5.12,-3.63,100.1125,135.715,34.81,63.1875,51.5,22.935,135.715,PM10_IAQI,轻度污染,西安市,0.9540659965010995,north
3036,4.72,0.89,41.02857142857143,41.73,9.44,4.85,8.25,31.77,41.73,PM10_IAQI,优,西安市,1.3844252284159755,south
3037,5.58,2.26,41.01428571428572,44.77,9.27,5.3125,8.5,31.42,44.77,PM10_IAQI,优,西安市,1.1859716545013421,south
3038,3.94,3.23,40.62857142857143,48.28,8.99,5.9625,8.75,31.085,48.28,PM10_IAQI,优,西安市,0.8841000988855165,south
3039,3.28,3.49,39.18571428571428,49.4,8.34,6.65,8.75,31.21,49.4,PM10_IAQI,优,西安市,0.7543889040926766,south
3040,5.55,3.29,41.371428571428574,42.65,9.56,4.85,8.25,31.805,42.65,PM10_IAQI,优,西安市,1.0356930975454168,south
3041,5.03,2.06,41.41428571428571,46.67,9.44,5.550000000000001,8.75,31.1,46.67,PM10_IAQI,优,西安市,1.1820906117377254,south
3042,3.43,2.8,41.48571428571429,51.015,9.47,6.5625,9.25,30.515,51.015,PM10_IAQI,良,西安市,0.8861791624821161,south
3043,3.34,3.89,42.3,53.97,9.59,7.925,9.5,30.4,53.97,PM10_IAQI,良,西安市,0.7094724745912317,south
3044,3.48,2.89,42.18571428571429,56.71,10.76,10.1125,9.75,30.325,56.71,PM10_IAQI,良,西安市,0.8777563223875353,south
3045,3.03,1.86,42.57142857142858,59.88,12.81,13.425,10.25,29.915,59.88,PM10_IAQI,良,西安市,1.0202469270110288,south
3046,2.38,2.04,41.614285714285714,59.735,12.83,14.5125,10.0,29.28,59.735,PM10_IAQI,良,西安市,0.8621700546672263,south
3047,2.5,2.29,39.75714285714285,57.5,11.53,13.4,9.75,29.13,57.5,PM10_IAQI,良,西安市,0.8292114432630598,south
3048,1.28,0.31,56.45,77.75,18.02,23.25,15.5,28.775,77.75,PM10_IAQI,良,西安市,1.3331840129294255,south
3049,1.31,1.63,58.375,84.6,19.67,25.6125,16.5,28.63,84.6,PM10_IAQI,良,西安市,0.6769814164433239,south
3050,1.48,1.52,61.1,92.18,24.47,33.0375,17.0,28.595,92.18,PM10_IAQI,良,西安市,0.7720656201033026,south
3051,1.65,1.19,67.3375,102.265,31.68,44.1,18.5,26.97,102.265,PM10_IAQI,轻度污染,西安市,0.9459754440847565,south
3052,1.8,1.74,69.325,105.11,37.38,50.8,19.5,25.27,105.11,PM10_IAQI,轻度污染,西安市,0.8023456932038533,south
3053,2.09,1.89,66.26249999999999,100.11,37.41,52.8125,19.25,24.085,100.11,PM10_IAQI,轻度污染,西安市,0.8356071856805595,south
3054,2.28,1.91,64.325,95.69,29.58,44.587500000000006,19.0,22.99,95.69,PM10_IAQI,良,西安市,0.873475189359429,south
3055,2.01,2.52,53.8125,78.84,19.03,28.9375,16.25,24.06,78.84,PM10_IAQI,良,西安市,0.6732874548750186,south
3056,1.8,2.78,48.385714285714286,69.32,14.81,22.200000000000003,15.0,24.97,69.32,PM10_IAQI,良,西安市,0.574603070547607,south
3057,2.63,1.32,46.72857142857143,65.715,13.38,21.3,15.0,25.775,65.715,PM10_IAQI,良,西安市,1.105628962125224,south
3058,-1.41,-0.2,85.32499999999999,116.945,29.97,53.0125,27.0,25.255,116.945,PM10_IAQI,轻度污染,西安市,1.429892320523687,north
3059,-1.13,-0.32,94.0875,131.45,32.22,56.1125,29.75,24.435,131.45,PM10_IAQI,轻度污染,西安市,1.2948358448098622,north
3060,-0.49,-0.18,101.2625,143.095,37.78,60.7,32.0,23.67,143.095,PM10_IAQI,轻度污染,西安市,1.2187520124794793,north
3061,0.36,-0.18,110.775,155.14,48.91,67.80000000000001,35.25,22.06,155.14,PM10_IAQI,中度污染,西安市,1.1071487177940906,south
3062,0.9,0.23,114.95,159.71,54.53,77.875,37.75,20.025,159.71,PM10_IAQI,中度污染,西安市,1.320595779017256,south
3063,1.38,0.86,111.475,155.12,55.28,85.53750000000001,37.75,18.09,155.12,PM10_IAQI,中度污染,西安市,1.013500791677391,south
3064,1.88,1.3,96.8625,138.755,46.51,73.4125,32.75,18.41,138.755,PM10_IAQI,轻度污染,西安市,0.9658050665645336,south
3065,1.59,2.25,75.975,112.52,29.48,48.25,25.5,21.61,112.52,PM10_IAQI,轻度污染,西安市,0.6151862381119739,south
3066,0.82,3.04,58.0875,84.785,19.41,30.925,19.5,24.18,84.785,PM10_IAQI,良,西安市,0.26346654103491746,south
3067,1.57,1.98,55.475,77.28999999999999,17.01,27.5,19.0,24.97,77.28999999999999,PM10_IAQI,良,西安市,0.6704146404144004,south
3068,2.67,0.36,54.125,73.745,15.55,25.9,19.0,25.49,73.745,PM10_IAQI,良,西安市,1.4367731252148332,south
3069,-0.49,-1.26,142.925,172.575,60.995,99.6125,52.75,14.445,172.575,PM10_IAQI,中度污染,西安市,0.37089128881266237,north
3070,0.22,0.13,127.1,163.63,53.68,96.575,47.0,15.125,163.63,PM10_IAQI,中度污染,西安市,1.037088135155635,south
3071,-0.12,1.63,93.0625,126.605,36.64,62.9125,33.75,18.965,126.605,PM10_IAQI,轻度污染,西安市,0.07348706028758759,north
3072,-0.61,2.62,72.9375,102.07,26.21,41.3625,25.75,22.755,102.07,PM10_IAQI,轻度污染,西安市,0.22874924959298962,north
3073,0.28,2.18,68.7125,94.125,23.22,36.05,24.0,24.225,94.125,PM10_IAQI,良,西安市,0.12774098612131257,south
3074,-2.03,-1.53,130.4875,162.955,50.455,74.0875,47.0,20.42,162.955,PM10_IAQI,中度污染,西安市,0.9249348762008376,north
3075,-1.46,0.98,109.6875,143.09,41.34,70.4875,40.75,19.195,143.09,PM10_IAQI,轻度污染,西安市,0.9796391595788523,north
3076,-1.23,2.29,85.85,115.53,31.35,49.25,31.75,22.715,115.53,PM10_IAQI,轻度污染,西安市,0.49289915981282423,north
3077,-3.13,-2.74,109.25,144.03,29.81,40.95,35.5,33.635,144.03,PM10_IAQI,轻度污染,西安市,0.8517401851599402,north
3078,-2.22,-0.64,108.6875,142.17000000000002,31.9,44.975,36.75,33.155,142.17000000000002,PM10_IAQI,轻度污染,西安市,1.2901185509887085,north
3079,-1.32,0.87,98.8625,129.67000000000002,31.94,46.75,35.0,28.315,129.67000000000002,PM10_IAQI,轻度污染,西安市,0.9880568325449245,north
3080,-3.43,-2.6,98.8,127.74,26.39,29.1625,29.75,37.13,127.74,PM10_IAQI,轻度污染,西安市,0.9221837383547669,north
3081,-2.59,-1.29,101.7375,129.20999999999998,29.99,32.675,31.0,36.29,129.20999999999998,PM10_IAQI,轻度污染,西安市,1.1086943116174492,north
3082,5.8,0.83,36.81428571428572,32.83,7.16,3.2125,9.75,45.755,45.755,O3_IAQI,优,西安市,1.4286579012082128,south
3083,7.22,1.73,34.971428571428575,32.47,6.86,3.35,11.0,44.695,44.695,O3_IAQI,优,西安市,1.3356180686057915,south
3084,5.53,3.27,34.08571428571429,33.22,6.74,3.9,12.5,43.31,43.31,O3_IAQI,优,西安市,1.03678357282114,south
3085,4.68,4.07,34.92857142857143,35.12,6.57,4.85,13.750000000000002,42.08,42.08,O3_IAQI,优,西安市,0.8549998382686811,south
3086,4.86,2.54,36.1,33.01,6.76,3.325,10.75,45.415,45.415,O3_IAQI,优,西安市,1.089206108433321,south
3087,4.56,1.03,32.94285714285714,32.38,6.48,3.675,12.25,44.575,44.575,O3_IAQI,优,西安市,1.348647116550015,south
3088,3.62,1.6,31.642857142857142,32.91,6.47,4.3125,13.5,43.155,43.155,O3_IAQI,优,西安市,1.154624328864673,south
3089,3.7,3.44,32.128571428571426,34.49,6.43,5.15,15.25,42.2,42.2,O3_IAQI,优,西安市,0.8217966465292373,south
3090,4.21,3.32,31.95714285714286,35.6,6.51,6.7625,16.5,41.36,41.36,O3_IAQI,优,西安市,0.903046240680337,south
3091,4.36,1.91,32.785714285714285,38.83,7.4,10.2875,19.0,39.545,39.545,O3_IAQI,优,西安市,1.1579047111699268,south
3092,3.87,0.97,34.44285714285714,42.36,8.54,13.8,21.5,37.75,42.36,PM10_IAQI,优,西安市,1.3252097610073528,south
3093,3.58,1.18,34.02857142857143,41.43,8.28,13.475,20.75,37.815,41.43,PM10_IAQI,优,西安市,1.2524014645004045,south
3094,2.13,0.42,39.1,50.89,8.61,11.275,22.75,41.245,50.89,PM10_IAQI,良,西安市,1.3761107874109466,south
3095,2.27,2.1,39.08571428571429,51.915,8.41,12.15,24.75,40.12,51.915,PM10_IAQI,良,西安市,0.8242801593135483,south
3096,2.83,2.8,39.58571428571429,53.15,8.9,14.7125,26.75,38.43,53.15,PM10_IAQI,良,西安市,0.7907267097678566,south
3097,3.23,2.65,44.614285714285714,58.69,11.77,23.1625,32.5,34.01,58.69,PM10_IAQI,良,西安市,0.8837195617357391,south
3098,3.27,2.73,50.3,64.25,16.07,32.737500000000004,38.75,30.895,64.25,PM10_IAQI,良,西安市,0.8751563375873989,south
3099,3.24,2.36,49.7,64.095,17.16,36.2125,38.25,31.24,64.095,PM10_IAQI,良,西安市,0.9412663647957709,south
3100,3.12,1.97,45.91428571428572,60.94,13.08,30.3625,32.25,31.935,60.94,PM10_IAQI,良,西安市,1.0076006634692518,south
3101,2.99,1.97,38.48571428571429,53.870000000000005,8.32,19.925,23.75,34.935,53.870000000000005,PM10_IAQI,良,西安市,0.9882158234811014,south
3102,3.09,2.1,34.8,49.63,6.62,15.2125,20.0,36.83,49.63,PM10_IAQI,优,西安市,0.9738852729456413,south
3103,3.99,1.46,33.32857142857143,45.45,5.86,13.55,18.25,37.45,45.45,PM10_IAQI,优,西安市,1.2200144672846827,south
3104,0.56,0.37,60.2875,73.46000000000001,12.68,28.1625,43.5,32.72,73.46000000000001,PM10_IAQI,良,西安市,0.9869259311327816,south
3105,0.96,0.99,64.975,79.85,12.75,32.400000000000006,50.0,31.44,79.85,PM10_IAQI,良,西安市,0.7700147616168532,south
3106,1.39,1.64,67.9,83.13499999999999,13.95,37.1875,52.25,29.48,83.13499999999999,PM10_IAQI,良,西安市,0.7030763795637749,south
3107,1.89,1.78,77.5,93.785,19.79,54.3,60.5,23.715,93.785,PM10_IAQI,良,西安市,0.8153619447768059,south
3108,2.14,1.97,89.03750000000001,106.9,29.53,75.7875,72.0,17.94,106.9,PM10_IAQI,轻度污染,西安市,0.8267371295107298,south
3109,2.39,2.33,91.6375,110.455,34.89,86.27499999999999,73.75,16.14,110.455,PM10_IAQI,轻度污染,西安市,0.7981093431608746,south
3110,2.71,2.56,75.82499999999999,94.16,24.36,68.8125,54.75,21.56,94.16,PM10_IAQI,良,西安市,0.8138534788747687,south
3111,2.47,2.97,62.2,78.9,16.13,48.075,39.5,26.885,78.9,PM10_IAQI,良,西安市,0.6937439112609265,south
3112,1.7,3.17,45.785714285714285,61.09,9.2,27.3625,25.5,33.86,61.09,PM10_IAQI,良,西安市,0.4922467744204197,south
3113,2.4,2.16,40.04285714285714,54.75,7.38,21.025,21.0,36.33,54.75,PM10_IAQI,良,西安市,0.83798122500839,south
3114,4.1,0.6,37.54285714285714,51.765,6.51,18.425,19.25,36.475,51.765,PM10_IAQI,良,西安市,1.4254863161591944,south
3115,0.45,0.54,120.2125,140.055,50.805,106.66,84.5,12.36,140.055,PM10_IAQI,轻度污染,西安市,0.6947382761967031,south
3116,1.16,1.91,103.75,123.28,40.11,105.975,67.75,13.785,123.28,PM10_IAQI,轻度污染,西安市,0.5457916665479998,south
3117,1.44,3.06,73.9,90.78,21.88,72.3125,43.25,23.42,90.78,PM10_IAQI,良,西安市,0.4398425828157362,south
3118,0.92,4.04,55.7,70.22,13.2,40.7125,29.0,30.745,70.22,PM10_IAQI,良,西安市,0.22390450013034954,south
3119,1.41,3.64,46.471428571428575,60.36,9.46,28.625,22.75,34.095,60.36,PM10_IAQI,良,西安市,0.3695648537237603,south
3120,0.63,1.14,125.45,139.01,52.61,114.2,69.25,11.515,139.01,PM10_IAQI,轻度污染,西安市,0.5048613716591264,south
3121,1.45,3.3,93.85,108.13,34.1,102.055,50.0,17.485,108.13,PM10_IAQI,轻度污染,西安市,0.41399900261219985,south
3122,1.75,4.97,69.025,82.125,21.33,63.725,34.25,26.17,82.125,PM10_IAQI,良,西安市,0.3385556949116842,south
3123,1.08,0.52,120.6125,128.965,43.4,107.475,58.0,14.1,128.965,PM10_IAQI,轻度污染,西安市,1.1220729827841756,south
3124,1.64,2.19,110.25,118.49,34.9,103.395,49.0,16.775,118.49,PM10_IAQI,轻度污染,西安市,0.6427701147714404,south
3125,2.54,3.96,86.95,96.785,25.07,78.13749999999999,38.25,22.72,96.785,PM10_IAQI,良,西安市,0.5703157688226071,south
3126,1.68,0.79,112.975,114.995,32.21,95.1125,44.25,17.815,114.995,PM10_IAQI,轻度污染,西安市,1.1312404412190118,south
3127,1.88,1.72,108.4125,109.89,28.26,84.71249999999999,39.5,20.185,109.89,PM10_IAQI,轻度污染,西安市,0.8298133786443591,south
3128,3.81,-8.55,21.15714285714286,23.75,3.2,4.4125,5.25,31.435,31.435,O3_IAQI,优,西安市,0.41920057398109917,south
3129,1.92,-6.96,23.82857142857143,29.44,3.77,6.012499999999999,6.0,30.275,30.275,O3_IAQI,优,西安市,0.26916749278570046,south
3130,0.79,-6.51,24.685714285714287,36.31,4.55,8.262500000000001,7.249999999999999,29.845,36.31,PM10_IAQI,优,西安市,0.12076128957102251,south
3131,2.89,-6.8,25.01428571428572,37.48,4.37,8.225,7.000000000000001,29.655,37.48,PM10_IAQI,优,西安市,0.40187064744045653,south
3132,4.29,-7.93,16.400000000000002,22.86,3.59,5.4625,5.75,30.14,30.14,O3_IAQI,优,西安市,0.49589449143606007,south
3133,4.0,-7.58,22.88571428571429,32.86,4.4,7.574999999999999,6.75,29.66,32.86,PM10_IAQI,优,西安市,0.4855647669962244,south
3134,2.25,-5.38,26.82857142857143,44.94,5.42,10.4875,8.25,28.44,44.94,PM10_IAQI,优,西安市,0.39611020612635905,south
3135,3.3,-3.83,28.77142857142857,50.370000000000005,5.47,11.0375,8.75,27.59,50.370000000000005,PM10_IAQI,良,西安市,0.7112008212559208,south
3136,5.18,-3.95,28.557142857142857,50.875,5.22,10.5375,8.5,27.12,50.875,PM10_IAQI,良,西安市,0.9193125813003272,south
3137,5.42,-4.73,28.58571428571429,51.555,5.17,10.45,8.5,26.96,51.555,PM10_IAQI,良,西安市,0.8532740287947865,south
3138,5.16,-5.76,26.914285714285715,49.79,4.99,10.0375,8.0,27.4,49.79,PM10_IAQI,优,西安市,0.7305083008032945,south
3139,5.61,-6.45,26.2,47.09,5.02,9.925,7.75,28.165,47.09,PM10_IAQI,优,西安市,0.7158587307161548,south
3140,4.69,-3.33,35.48571428571429,60.23,7.97,16.7375,11.75,26.495,60.23,PM10_IAQI,良,西安市,0.9533762592923646,south
3141,4.26,-1.17,44.54285714285714,72.06,8.98,19.2125,14.249999999999998,26.215,72.06,PM10_IAQI,良,西安市,1.302757501701487,south
3142,4.92,-0.38,50.9125,81.58,9.45,20.5,15.75,26.05,81.58,PM10_IAQI,良,西安市,1.493713586918407,south
3143,4.94,-0.18,57.1125,92.17,11.16,25.5375,18.25,24.9,92.17,PM10_IAQI,良,西安市,1.5343751925803897,south
3144,4.72,0.32,60.9,97.335,14.84,33.625,20.75,23.75,97.335,PM10_IAQI,良,西安市,1.5031033041009279,south
3145,5.49,-0.11,63.7625,99.775,20.4,43.925,23.75,23.04,99.775,PM10_IAQI,良,西安市,1.5507625775419107,south
3146,6.06,-1.01,64.85000000000001,100.925,20.66,45.25,24.75,22.43,100.925,PM10_IAQI,轻度污染,西安市,1.4056476493802699,south
3147,5.71,-1.16,60.6,94.13,17.61,39.05,22.25,23.375,94.13,PM10_IAQI,良,西安市,1.3703714931414197,south
3148,6.25,-1.83,56.325,86.88499999999999,15.27,33.975,20.25,23.9,86.88499999999999,PM10_IAQI,良,西安市,1.2859580560595258,south
3149,8.48,-4.61,53.962500000000006,78.78999999999999,12.83,27.7,17.0,25.475,78.78999999999999,PM10_IAQI,良,西安市,1.0728552598860108,south
3150,5.91,-0.7,49.3,74.245,10.37,20.825,14.75,24.305,74.245,PM10_IAQI,良,西安市,1.4529022677728034,south
3151,5.04,-0.22,64.425,95.65,11.84,24.1875,18.75,24.405,95.65,PM10_IAQI,良,西安市,1.5271732254467418,south
3152,4.37,0.57,79.0,118.59,12.8,26.45,22.25,25.11,118.59,PM10_IAQI,轻度污染,西安市,1.4410937896389846,south
3153,4.06,1.24,92.125,140.64499999999998,16.56,35.275,26.75,25.335,140.64499999999998,PM10_IAQI,轻度污染,西安市,1.2743756741700996,south
3154,3.97,2.57,97.8,148.485,23.64,50.025000000000006,31.25,23.825,148.485,PM10_IAQI,轻度污染,西安市,0.9962826411512183,south
3155,4.73,3.16,98.9375,147.82,31.17,64.1125,35.5,20.915,147.82,PM10_IAQI,轻度污染,西安市,0.9818185894754734,south
3156,5.5,2.49,95.625,144.675,30.77,62.5625,35.25,20.695,144.675,PM10_IAQI,轻度污染,西安市,1.1456767146362288,south
3157,4.67,2.0,87.83749999999999,134.485,26.46,53.6875,31.75,22.22,134.485,PM10_IAQI,轻度污染,西安市,1.1661630052236234,south
3158,3.76,2.03,74.1,113.12,21.15,43.45,26.25,24.135,113.12,PM10_IAQI,轻度污染,西安市,1.0757454322567457,south
3159,5.94,-1.43,67.35,101.845,18.63,38.1125,23.5,25.31,101.845,PM10_IAQI,轻度污染,西安市,1.334551066076459,south
3160,8.9,-6.48,64.2875,87.71000000000001,15.07,29.387500000000003,18.25,27.66,87.71000000000001,PM10_IAQI,良,西安市,0.941465781047365,south
3161,3.18,2.18,129.375,170.56,44.62,81.25,44.0,16.325,170.56,PM10_IAQI,中度污染,西安市,0.9698448067422053,south
3162,3.57,3.1,121.6875,167.185,44.43,77.07499999999999,43.0,16.775,167.185,PM10_IAQI,中度污染,西安市,0.8557466513856059,south
3163,3.28,3.19,102.925,146.43,35.42,62.6875,36.25,20.185,146.43,PM10_IAQI,轻度污染,西安市,0.7993076217798533,south
3164,2.66,4.19,84.4,125.045,26.81,49.65,29.5,23.55,125.045,PM10_IAQI,轻度污染,西安市,0.5656474686022301,south
3165,3.81,2.58,74.0375,109.385,22.29,42.05,25.5,25.56,109.385,PM10_IAQI,轻度污染,西安市,0.9755605763361699,south
3166,2.96,2.67,137.075,173.46,54.955,76.8375,45.25,16.435,173.46,PM10_IAQI,中度污染,西安市,0.8368624486711387,south
3167,3.17,4.24,117.025,156.495,47.72,66.67500000000001,40.0,18.84,156.495,PM10_IAQI,中度污染,西安市,0.6419899652514409,south
3168,3.41,5.7,95.3625,134.66,35.53,56.3625,33.0,22.485,134.66,PM10_IAQI,轻度污染,西安市,0.5391285120902978,south
3169,3.51,1.83,109.35,161.115,31.7,46.875,29.75,35.055,161.115,PM10_IAQI,中度污染,西安市,1.0902011879876856,south
3170,3.61,3.87,110.2875,158.89,35.03,53.7125,32.5,30.375,158.89,PM10_IAQI,中度污染,西安市,0.7506527938719548,south
3171,4.27,5.59,101.1125,144.58499999999998,34.01,53.8125,32.0,26.15,144.58499999999998,PM10_IAQI,轻度污染,西安市,0.6523152109302605,south
3172,3.46,1.74,91.3875,139.53,23.0,31.15,21.75,38.35,139.53,PM10_IAQI,轻度污染,西安市,1.1048392530778697,south
3173,4.0,3.48,93.4,139.66500000000002,25.44,36.6125,24.5,35.28,139.66500000000002,PM10_IAQI,轻度污染,西安市,0.8548052123785964,south
