, TEMP(K), RH(%), PSFC(Pa),PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,指数类别,城市
227,6.5,26.14,98.32614,156.2857142857143,106.015,59.425,90.125,81.25,18.315,156.2857142857143,中度污染,西安市
228,5.759999999999991,29.26,97.96866,139.0,95.745,53.88,71.5,83.25,17.685,139.0,轻度污染,西安市
229,5.819999999999993,29.79,98.42978,138.5,96.365,58.635,73.7,82.0,16.765,138.5,轻度污染,西安市
230,-13.839999999999975,69.74,77.42697,28.38571428571429,26.76,12.42,7.0,13.5,26.935,28.38571428571429,优,西安市
231,-13.079999999999984,62.37,80.45591,27.814285714285717,27.19,12.97,8.2125,15.25,26.23,27.814285714285717,优,西安市
232,-12.20999999999998,55.53,83.3476,27.92857142857143,28.55,14.3,9.85,17.25,25.765,28.55,优,西安市
233,-13.25,55.89,81.74753999999999,28.67142857142857,30.44,15.17,11.7875,19.5,24.325,30.44,优,西安市
234,-14.25,73.69,74.73839,30.285714285714285,29.33,13.2,7.7875,15.75,25.635,30.285714285714285,优,西安市
235,-13.170000000000016,63.19,80.29538000000001,29.15714285714286,29.92,15.11,10.05,18.5,24.705,29.92,优,西安市
236,-12.360000000000014,54.64,85.42419,31.17142857142857,34.78,18.53,14.8,24.75,23.28,34.78,优,西安市
237,-12.399999999999977,53.43,85.53433,33.3,39.32,21.43,18.9125,30.0,22.025,39.32,优,西安市
238,-12.550000000000011,52.61,85.68630999999999,34.07142857142858,41.48,22.36,20.5875,31.25,21.58,41.48,优,西安市
239,-12.319999999999993,49.69,86.66711,37.142857142857146,47.21,24.74,23.8625,35.0,20.93,47.21,优,西安市
240,-13.089999999999975,48.87,84.90234,39.42857142857143,50.61,26.32,26.2875,37.75,20.495,50.61,良,西安市
241,-13.569999999999993,49.14,83.61291,37.92857142857143,48.66,24.3,23.7125,34.0,21.115,48.66,优,西安市
242,-10.899999999999977,50.63,89.69742,44.12857142857143,53.455,32.14,26.1875,45.5,20.485,53.455,良,西安市
243,-9.240000000000009,44.59,92.5308,46.01428571428572,55.555,34.55,30.012500000000003,49.0,19.79,55.555,良,西安市
244,-9.199999999999989,41.78,92.79695,47.02857142857143,56.785,35.53,32.5875,51.0,19.33,56.785,良,西安市
245,-8.95999999999998,36.97,93.45715,50.05,59.43,36.15,35.5625,54.5,18.19,59.43,良,西安市
246,-8.990000000000009,33.89,93.14014,51.7625,60.91,37.23,36.6875,56.49999999999999,18.08,60.91,良,西安市
247,-10.079999999999984,34.79,90.98438,51.425,60.095,35.67,36.1375,53.0,19.285,60.095,良,西安市
248,-10.5,33.0,90.42066,46.71428571428572,55.53,27.83,29.5,42.25,19.615,55.53,良,西安市
249,-10.199999999999989,30.09,90.96028,38.25714285714286,46.91,22.31,20.262500000000003,30.5,21.155,46.91,优,西安市
250,-11.25,31.63,88.95065,34.214285714285715,40.46,21.21,17.075,26.5,22.245,40.46,优,西安市
251,-12.050000000000011,34.31,86.51756,29.957142857142856,33.62,19.32,15.1375,23.0,22.66,33.62,优,西安市
252,-7.089999999999975,37.67,96.15888000000001,49.34285714285714,57.68,35.08,32.0125,51.5,18.05,57.68,良,西安市
253,-5.8799999999999955,31.0,97.92998,51.8625,60.375,38.35,35.825,56.25,17.215,60.375,良,西安市
254,-5.670000000000016,27.5,98.33566,52.2625,61.17,40.82,37.7375,58.75,17.095,61.17,良,西安市
255,-5.319999999999993,25.44,98.9909,53.0625,61.995,43.21,39.3,60.5,17.18,61.995,良,西安市
256,-4.899999999999977,24.01,99.58669,54.087500000000006,62.745,43.26,39.975,61.25,17.56,62.745,良,西安市
257,-5.680000000000007,25.06,98.35166000000001,51.2625,59.705,38.18,39.1125,54.0,18.76,59.705,良,西安市
258,-6.850000000000023,26.88,96.70742,46.44285714285714,55.015,32.88,32.6875,44.25,19.625,55.015,良,西安市
259,-7.050000000000011,25.78,96.20652,40.65714285714286,49.48,27.68,25.0875,34.25,20.77,49.48,优,西安市
260,-8.579999999999984,27.58,93.13391,35.55714285714286,41.12,24.72,20.6875,28.000000000000004,21.835,41.12,优,西安市
261,-11.930000000000007,33.39,86.69669,31.057142857142857,34.65,21.53,17.0375,24.25,22.57,34.65,优,西安市
262,-12.5,34.15,84.96214,28.214285714285715,30.1,18.99,14.45,20.25,23.145,30.1,优,西安市
263,-5.089999999999975,22.21,99.58888,43.77142857142857,53.23,40.39,40.25,48.75,19.595,53.23,良,西安市
264,-5.899999999999977,25.38,98.90807000000001,44.285714285714285,52.745000000000005,37.63,34.35,44.0,19.1,52.745000000000005,良,西安市
265,-7.089999999999975,25.37,96.86416,39.51428571428571,46.6,31.93,27.3,34.0,20.15,46.6,优,西安市
266,-8.259999999999991,26.62,94.73307000000001,36.85714285714286,41.34,28.11,23.8125,28.25,20.03,41.34,优,西安市
267,-10.449999999999989,29.57,90.15877,33.84285714285715,36.6,25.11,21.25,24.25,20.445,36.6,优,西安市
268,-6.079999999999984,24.62,99.58458999999999,47.32857142857144,54.315,44.43,35.7375,50.24999999999999,17.515,54.315,良,西安市
269,-6.8700000000000045,25.31,98.52601,42.04285714285714,49.01,37.25,30.2375,37.0,18.69,49.01,优,西安市
270,-7.660000000000025,25.9,97.3552,38.81428571428572,42.96,33.63,26.9375,29.25,19.225,42.96,优,西安市
271,-6.470000000000027,26.45,99.46769,46.00000000000001,52.82,43.09,31.375,48.0,17.84,52.82,良,西安市
272,-6.420000000000016,25.95,99.80052,45.0,50.92,41.79,30.5875,39.25,18.31,50.92,良,西安市
273,-6.649999999999977,25.54,99.70271000000001,43.72857142857143,48.31,40.85,30.3625,32.75,18.56,48.31,优,西安市
274,-6.7900000000000205,28.46,99.32256,46.51428571428572,51.775,45.19,30.5,40.5,17.935,51.775,良,西安市
275,-6.660000000000025,28.36,99.81423,45.84285714285715,50.365,47.54,32.0125,34.5,18.23,50.365,良,西安市
276,-6.850000000000023,38.96,76.73830000000001,24.17142857142857,22.65,6.1,5.375,8.25,30.535,30.535,优,西安市
277,-5.189999999999998,37.75,79.66148,31.800000000000004,32.33,7.71,7.3,10.5,28.02,32.33,优,西安市
278,-4.649999999999977,38.29,82.45099,42.72857142857143,46.14,9.85,9.8,14.249999999999998,26.745,46.14,优,西安市
279,-5.660000000000025,39.96,80.91149,41.54285714285714,45.77,9.39,9.575,14.000000000000002,26.755,45.77,优,西安市
280,-8.139999999999986,38.07,74.13436999999999,25.32857142857143,24.19,6.48,5.9,8.75,29.08,29.08,优,西安市
281,-5.670000000000016,37.24,79.50532000000001,43.04285714285714,50.59,11.46,11.3,15.0,25.37,50.59,良,西安市
282,-4.069999999999993,36.45,84.4383,57.9125,61.665,15.05,15.0625,20.5,24.93,61.665,良,西安市
283,-4.100000000000023,36.11,84.54327,61.675,67.19,16.22,16.525000000000002,22.25,24.97,67.19,良,西安市
284,-4.220000000000027,36.15,84.6845,63.125,70.19,16.82,17.3625,22.75,24.765,70.19,良,西安市
285,-3.6200000000000045,34.91,85.61836,63.3625,72.495,17.68,18.7875,23.25,24.305,72.495,良,西安市
286,-4.509999999999991,36.54,83.93047,54.3625,65.85,16.24,17.375,19.75,24.1,65.85,良,西安市
287,-5.430000000000007,38.56,82.69009,42.6,55.685,13.09,13.3125,15.25,25.17,55.685,良,西安市
288,-1.7699999999999818,31.72,88.51892,97.4375,92.615,24.64,24.0625,35.75,22.795,97.4375,良,西安市
289,-0.12999999999999545,29.08,91.21932000000001,107.125,102.445,26.53,24.7375,40.25,22.26,107.125,轻度污染,西安市
290,0.01999999999998181,28.86,91.46884,108.9375,107.03,28.07,24.6875,42.0,21.74,108.9375,轻度污染,西安市
291,0.410000000000025,28.27,92.09055000000001,111.0375,111.77,32.25,27.4,44.75,19.95,111.77,轻度污染,西安市
292,0.2300000000000182,28.58,91.79316,107.725,111.29,38.22,31.1875,46.0,18.35,111.29,轻度污染,西安市
293,-1.1100000000000136,30.73,89.73989999999999,101.675,107.155,42.17,36.55,46.0,17.795,107.155,轻度污染,西安市
294,-1.5500000000000114,31.29,89.19591,85.375,92.355,35.47,36.025,41.25,18.285,92.355,良,西安市
295,-1.2099999999999795,30.28,89.70934,65.3375,74.36,26.97,27.1,33.25,20.15,74.36,良,西安市
296,-2.759999999999991,32.79,87.79166000000001,55.3125,65.78999999999999,22.89,22.6,29.5,21.365,65.78999999999999,良,西安市
297,-4.220000000000027,36.43,85.44095,46.21428571428572,57.86,19.15,19.3,24.0,23.395,57.86,良,西安市
298,2.1299999999999955,25.79,94.66697,110.0125,101.995,27.82,27.55,42.5,20.185,110.0125,轻度污染,西安市
299,3.009999999999991,24.94,96.34683,125.8375,113.54,31.43,28.1,50.5,19.39,125.8375,轻度污染,西安市
300,3.1499999999999773,24.88,96.73101,131.625,119.34,34.05,27.85,54.25,19.0,131.625,轻度污染,西安市
301,3.5299999999999727,24.61,97.3503,136.2625,125.26,40.38,31.2125,58.5,17.52,136.2625,轻度污染,西安市
302,3.8999999999999773,24.14,97.91683,135.1875,127.04,50.295,38.9125,62.0,15.34,135.1875,轻度污染,西安市
303,3.170000000000016,25.11,96.74414999999999,124.4625,120.28,53.395,53.3,61.75000000000001,14.115,124.4625,轻度污染,西安市
304,2.160000000000025,26.66,95.17677,104.7375,104.385,50.515,53.85,55.75,14.645,104.7375,轻度污染,西安市
305,1.839999999999975,26.93,94.70129,85.3125,89.065,42.89,45.9,48.25,15.8,89.065,良,西安市
306,-0.19999999999998863,29.2,91.78666,66.6875,75.6,33.93,35.5875,40.0,18.07,75.6,良,西安市
307,-4.339999999999975,36.57,85.6327,55.95,66.66499999999999,28.14,27.0125,33.25,20.19,66.66499999999999,良,西安市
308,-5.009999999999991,38.2,83.93066999999999,48.95714285714286,59.405,23.35,22.6375,26.25,22.215,59.405,良,西安市
309,3.519999999999982,24.35,97.9128,135.425,114.885,56.77,75.2625,67.25,12.525,135.425,轻度污染,西安市
310,2.9700000000000273,26.13,97.26402,121.25,109.2,58.08,75.94999999999999,66.0,11.99,121.25,轻度污染,西安市
311,1.7099999999999795,27.5,95.32503,95.2875,92.77,53.57,65.6625,56.75,13.39,95.2875,良,西安市
312,0.339999999999975,28.98,93.30637,78.8875,83.125,48.77,53.5875,49.75,14.24,83.125,良,西安市
313,-2.1000000000000227,32.32,88.95357000000001,69.475,77.03999999999999,42.08,46.4875,44.5,15.425,77.03999999999999,良,西安市
314,2.8899999999999864,26.54,97.89636999999999,139.2125,114.895,68.37,71.1125,71.5,10.445,139.2125,轻度污染,西安市
315,2.160000000000025,27.51,96.89478,111.5875,100.285,62.47,71.6625,63.5,11.25,111.5875,轻度污染,西安市
316,1.5299999999999727,28.09,95.78303,90.02499999999999,88.52000000000001,57.325,66.4,55.75,12.06,90.02499999999999,良,西安市
317,2.769999999999982,27.42,97.77795,113.7,95.605,53.89,55.8,55.00000000000001,13.62,113.7,轻度污染,西安市
318,2.6899999999999977,27.43,98.09517,103.5875,91.645,55.52,59.4875,54.75,12.92,103.5875,轻度污染,西安市
319,2.569999999999993,27.31,98.00177000000001,89.97500000000001,85.78,55.305,61.2625,52.75,12.67,89.97500000000001,良,西安市
320,2.240000000000009,29.25,97.63985000000001,79.4125,74.64,47.97,32.525,41.0,16.5,79.4125,良,西安市
321,2.329999999999984,29.14,98.10719999999999,74.4125,73.205,50.535,38.9125,41.5,15.575,74.4125,良,西安市
322,-5.230000000000018,92.12,77.38815,109.575,74.62,23.47,13.6375,23.5,28.745,109.575,轻度污染,西安市
323,-2.6899999999999977,80.86,80.22143,115.45,77.89,25.63,16.8625,25.5,29.16,115.45,轻度污染,西安市
324,-1.8799999999999955,80.07,82.98447999999999,124.85,83.215,28.39,24.2,28.000000000000004,28.84,124.85,轻度污染,西安市
325,-3.8700000000000045,90.56,81.47408999999999,128.11249999999998,85.49000000000001,29.17,29.0375,28.5,29.74,128.11249999999998,轻度污染,西安市
326,-4.029999999999973,72.61,74.74756,106.4125,73.025,23.22,11.8625,23.25,29.6,106.4125,轻度污染,西安市
327,0.44999999999998863,58.2,79.98977000000001,113.0,76.97999999999999,26.26,17.375,25.75,28.49,113.0,轻度污染,西安市
328,1.7900000000000205,60.2,84.8682,126.925,85.10499999999999,33.02,29.5625,30.0,27.35,126.925,轻度污染,西安市
329,0.910000000000025,67.13,84.97873,127.95,85.97,32.42,31.825000000000003,29.5,28.5,127.95,轻度污染,西安市
330,1.3700000000000045,63.73,85.11635000000001,133.3375,90.135,34.24,41.2375,31.25,27.28,133.3375,轻度污染,西安市
331,1.1100000000000136,63.19,86.07883,151.97142857142856,102.165,44.36,65.46249999999999,38.5,24.42,151.97142857142856,中度污染,西安市
332,-0.5099999999999909,68.53,84.43275,158.7142857142857,106.525,44.05,70.4125,39.25,25.27,158.7142857142857,中度污染,西安市
333,-1.2200000000000273,70.25,83.21968,161.29999999999998,108.785,40.38,72.575,37.75,25.035,161.29999999999998,中度污染,西安市
334,0.9700000000000273,59.36,88.92303,212.94,133.365,65.88499999999999,94.9125,62.74999999999999,20.03,212.94,重度污染,西安市
335,2.6499999999999773,56.53,91.60474,219.72,137.93,69.21000000000001,103.455,71.25,18.705,219.72,重度污染,西安市
336,2.920000000000016,55.91,91.85922000000001,231.96,147.9,77.33,108.915,78.75,16.915,231.96,重度污染,西安市
337,3.4700000000000273,53.75,92.47628,246.61,159.44,90.7,107.475,82.75,14.84,246.61,重度污染,西安市
338,4.519999999999982,50.63,92.16171,232.71,151.225,88.93,113.675,73.75,16.19,232.71,重度污染,西安市
339,4.089999999999975,51.46,90.13644000000001,221.42,145.035,85.485,117.675,63.0,18.04,221.42,重度污染,西安市
340,3.5,53.45,89.61122,220.82,147.325,70.755,114.625,60.0,18.765,220.82,重度污染,西安市
341,3.4700000000000273,53.83,90.1281,203.08,133.595,55.745000000000005,104.2,49.0,22.135,203.08,重度污染,西安市
342,1.5199999999999818,59.57,88.27892,192.15714285714284,125.94,49.44,97.6375,43.75,24.185,192.15714285714284,中度污染,西安市
343,-1.6499999999999773,72.43,86.03823,201.94,129.89,46.54,99.7125,46.5,23.185,201.94,重度污染,西安市
344,1.3100000000000023,54.16,95.08188,282.28,184.87,83.295,105.145,102.05,11.485,282.28,重度污染,西安市
345,2.259999999999991,51.83,96.75336,281.3,183.16,88.955,104.7,102.9,11.365,281.3,重度污染,西安市
346,2.920000000000016,50.83,97.12823,283.3,184.035,95.65,102.31,103.75,10.495,283.3,重度污染,西安市
347,3.769999999999982,49.29,97.74407000000001,292.17,190.32,102.5846153846154,91.6875,104.9,8.895,292.17,重度污染,西安市
348,4.670000000000016,47.59,98.3017,306.05,205.8428571428571,107.10307692307693,79.6875,105.9,7.435,306.05,严重污染,西安市
349,4.680000000000007,48.11,97.12075,312.89,232.94285714285715,106.70153846153846,89.4125,104.95,8.31,312.89,严重污染,西安市
350,5.050000000000011,48.11,95.55384,292.47,207.8428571428572,94.935,113.87,100.7,12.95,292.47,重度污染,西安市
351,5.9599999999999795,46.41,95.07689,243.56,167.275,68.53999999999999,124.135,70.75,18.33,243.56,重度污染,西安市
352,4.319999999999993,50.31,92.21594999999999,211.4,140.65,55.48,107.275,53.25,22.46,211.4,重度污染,西安市
353,-0.6700000000000159,66.81,86.18752,206.26,133.67000000000002,50.925,102.825,48.75,23.54,206.26,重度污染,西安市
354,-3.3799999999999955,79.56,84.58389,221.96,144.51,50.57,103.845,54.25,21.76,221.96,重度污染,西安市
355,4.339999999999975,47.09,98.29278,293.38,197.315,100.8876923076923,104.6,104.8,9.935,293.38,重度污染,西安市
356,4.579999999999984,48.12,97.63445,301.03,227.25714285714284,91.875,110.735,103.7,12.255,301.03,严重污染,西安市
357,5.3700000000000045,46.44,95.70689999999999,264.01,183.1,70.66499999999999,128.435,85.75,16.47,264.01,重度污染,西安市
358,4.829999999999984,47.91,93.70809,237.56,161.305,61.04,116.28,68.75,19.285,237.56,重度污染,西安市
359,2.5600000000000023,54.11,89.41493,226.48,150.20499999999998,56.23,110.9,62.0,20.695,226.48,重度污染,西安市
360,4.060000000000002,48.35,98.28123,294.61,206.92857142857147,87.445,107.455,105.1,11.99,294.61,重度污染,西安市
361,4.279999999999973,48.17,97.28249000000001,290.77,206.7285714285714,79.965,109.64,103.2,14.255,290.77,重度污染,西安市
362,4.610000000000014,47.31,96.17932,271.12,186.94,72.055,117.65,97.75,16.06,271.12,重度污染,西安市
363,3.5299999999999727,48.79,98.18059,281.37,192.055,77.055,104.215,104.7,14.505,281.37,重度污染,西安市
364,3.6999999999999886,49.32,98.49631,284.73,197.24,77.935,103.53,103.85,14.505,284.73,重度污染,西安市
365,3.8799999999999955,49.1,98.40555,285.56,199.115,79.69,103.9,103.15,14.445,285.56,重度污染,西安市
366,3.6100000000000136,48.54,98.04655,272.07,186.53,75.64,100.48,103.35,15.585,272.07,重度污染,西安市
367,3.769999999999982,49.28,98.51033,274.35,189.365,78.315,100.875,102.8,14.99,274.35,重度污染,西安市
368,-2.240000000000009,23.68,77.14583999999999,13.385714285714284,13.42,5.08,5.475,8.25,33.025,33.025,优,西安市
369,-0.14999999999997726,21.48,80.02339,15.471428571428572,16.57,6.08,6.862500000000001,10.25,31.79,31.79,优,西安市
370,0.13999999999998636,23.86,82.77959,18.071428571428573,20.02,6.88,8.35,12.75,30.81,30.81,优,西安市
371,-1.3899999999999864,25.28,81.26742,16.5,17.35,5.73,7.675,11.5,30.785,30.785,优,西安市
372,-4.660000000000025,25.61,74.58764,14.442857142857145,14.46,5.52,6.1,8.75,32.975,32.975,优,西安市
373,-0.589999999999975,21.75,79.87519999999999,16.75714285714286,17.95,6.82,7.774999999999999,11.0,31.97,31.97,优,西安市
374,1.3999999999999773,22.54,84.73457,19.72857142857143,22.21,8.17,10.175,15.0,30.75,30.75,优,西安市
375,0.8700000000000045,23.64,84.8454,19.6,20.93,7.12,9.125,14.249999999999998,30.76,30.76,优,西安市
376,0.8799999999999955,23.52,84.97810000000001,19.72857142857143,20.92,6.84,8.9375,14.000000000000002,30.435,30.435,优,西安市
377,1.1299999999999955,23.81,85.89048,19.857142857142858,21.25,7.03,9.5875,14.249999999999998,29.715,29.715,优,西安市
378,-0.20999999999997954,25.36,84.22247999999999,18.8,19.96,6.86,10.025,13.5,28.955,28.955,优,西安市
379,-0.8700000000000045,25.04,82.99224000000001,17.65714285714286,18.92,7.08,10.65,12.5,28.78,28.78,优,西安市
380,3.1299999999999955,22.14,88.74978,24.5,28.72,11.91,16.5875,21.75,30.015,30.015,优,西安市
381,4.259999999999991,21.87,91.41441999999999,30.15714285714286,34.87,13.14,19.825,28.25,28.97,34.87,优,西安市
382,4.269999999999982,22.07,91.6602,34.52857142857143,39.59,13.52,21.125,31.75,28.425,39.59,优,西安市
383,4.420000000000016,22.35,92.27133,42.3,48.77,17.57,30.9125,36.75,25.83,48.77,优,西安市
384,4.1200000000000045,22.47,91.97773,42.05714285714286,50.36,21.18,38.0125,34.75,23.985,50.36,良,西安市
385,2.8700000000000045,23.46,89.94794999999999,37.58571428571428,49.26,24.94,40.875,31.5,23.815,49.26,优,西安市
386,2.589999999999975,23.53,89.40432000000001,35.32857142857143,50.125,24.55,40.962500000000006,30.25,23.17,50.125,良,西安市
387,2.7900000000000205,23.39,89.91318,31.42857142857143,47.25,21.31,36.475,28.000000000000004,23.795,47.25,优,西安市
388,0.9300000000000068,26.28,88.02739,25.57142857142857,40.27,17.47,29.5125,24.0,25.54,40.27,优,西安市
389,-0.6800000000000068,27.74,85.69372,24.1,37.1,14.91,26.15,21.75,26.14,37.1,优,西安市
390,5.550000000000011,21.79,94.82075999999999,54.625,52.955,19.2,30.5375,44.75,25.985,54.625,良,西安市
391,6.050000000000011,22.42,96.47866,62.275,57.415,19.28,32.9875,51.0,24.595,62.275,良,西安市
392,6.160000000000025,22.67,96.85610000000001,67.2375,60.875,19.21,34.6,55.00000000000001,23.8,67.2375,良,西安市
393,6.4599999999999795,22.86,97.46499,80.9875,69.655,27.06,48.6875,63.24999999999999,20.8,80.9875,良,西安市
394,6.920000000000016,22.0,98.02503,100.1625,82.95,39.97,53.25,71.5,17.885,100.1625,轻度污染,西安市
395,6.389999999999986,21.91,96.86268,100.7,88.91499999999999,48.95,61.25,70.75,16.88,100.7,轻度污染,西安市
396,5.6299999999999955,22.24,95.30839,84.4125,83.25999999999999,45.48,64.7,62.5,17.06,84.4125,良,西安市
397,5.220000000000027,22.67,94.84452,67.4125,75.275,39.11,67.375,53.25,19.05,75.275,良,西安市
398,3.1100000000000136,24.26,91.97505,41.72857142857143,58.2,28.01,44.175,36.75,24.375,58.2,良,西安市
399,-0.7400000000000091,27.02,85.89017999999999,34.857142857142854,53.635000000000005,23.67,37.2,32.25,25.855,53.635000000000005,良,西安市
400,-0.7699999999999818,23.25,84.18963000000001,33.528571428571425,51.085,20.21,31.8,29.0,26.26,51.085,良,西安市
401,6.550000000000011,22.72,98.00372999999999,147.675,113.71,55.89,77.9,93.0,13.9,147.675,轻度污染,西安市
402,6.2900000000000205,22.53,97.35966,107.5375,100.765,54.61,85.6625,78.0,15.375,107.5375,轻度污染,西安市
403,5.25,22.53,95.44722,77.92500000000001,83.78999999999999,48.8,81.25,62.25000000000001,19.285,83.78999999999999,良,西安市
404,4.060000000000002,22.86,93.45602000000001,53.7,66.535,36.31,54.925,45.5,23.105,66.535,良,西安市
405,1.6399999999999864,23.73,89.15737,43.285714285714285,59.24,29.35,43.9125,38.0,24.835,59.24,良,西安市
406,6.0400000000000205,24.28,97.96957,143.4875,113.72,65.055,79.8625,95.0,12.305,143.4875,轻度污染,西安市
407,5.949999999999989,22.35,96.97466,99.9875,94.475,57.195,92.65,74.75,16.12,99.9875,良,西安市
408,5.670000000000016,21.23,95.87264,69.8125,76.475,49.47,72.575,56.75,20.365,76.475,良,西安市
409,5.779999999999973,25.23,97.83253,117.5125,91.7,42.35,56.6375,79.75,16.395,117.5125,轻度污染,西安市
410,5.980000000000018,23.9,98.14124000000001,106.7375,91.925,49.17,72.225,77.25,16.935,106.7375,轻度污染,西安市
411,6.3799999999999955,21.77,98.04394,86.4,84.25,48.39,73.875,67.25,18.875,86.4,良,西安市
412,5.579999999999984,25.15,97.67188,108.7,87.325,41.06,54.375,76.0,18.935,108.7,轻度污染,西安市
413,5.680000000000007,25.2,98.1311,102.1,87.815,45.15,60.1,74.5,19.185,102.1,轻度污染,西安市
414,-8.970000000000027,59.09,76.86634,74.725,56.095,18.6,10.075,16.25,27.55,74.725,良,西安市
415,-7.699999999999989,52.99,79.81058999999999,83.0375,60.28,21.53,15.7125,19.25,25.02,83.0375,良,西安市
416,-7.490000000000009,50.16,82.62409,89.1375,63.1,22.77,19.3375,21.75,23.3,89.1375,良,西安市
417,-8.310000000000002,50.08,81.07105,83.675,60.685,21.63,18.4375,20.75,23.74,83.675,良,西安市
418,-10.240000000000009,60.81,74.25432,76.85,57.98,19.91,12.0625,17.25,27.025,76.85,良,西安市
419,-8.110000000000014,52.76,79.65687,88.48750000000001,63.36,24.29,19.1875,20.75,24.525,88.48750000000001,良,西安市
420,-6.720000000000027,48.6,84.63419999999999,100.15,68.10499999999999,27.24,26.0625,24.5,22.52,100.15,轻度污染,西安市
421,-6.949999999999989,47.01,84.74098,102.7875,70.22,27.95,26.225,25.75,23.095,102.7875,轻度污染,西安市
422,-7.0,46.82,84.87938,101.5375,69.88,28.9,28.2375,26.25,22.635,101.5375,轻度污染,西安市
423,-6.730000000000018,46.12,85.82381,105.75,73.2,29.7,34.725,28.25,20.415,105.75,轻度污染,西安市
424,-7.600000000000023,46.84,84.11388000000001,101.6875,71.15,27.37,38.7625,27.500000000000004,19.0,101.6875,轻度污染,西安市
425,-8.100000000000023,47.85,82.85678999999999,104.55,72.60499999999999,28.44,47.7375,29.25,18.46,104.55,轻度污染,西安市
426,-5.100000000000023,44.03,88.76575,120.15,74.47999999999999,33.81,45.3625,29.25,18.57,120.15,轻度污染,西安市
427,-3.7799999999999727,40.18,91.50627,142.0875,84.55,37.67,55.5125,36.25,16.79,142.0875,轻度污染,西安市
428,-3.660000000000025,39.53,91.75895,149.39999999999998,89.295,39.43,62.4125,40.0,15.925,149.39999999999998,轻度污染,西安市
429,-3.329999999999984,38.8,92.38891000000001,174.0285714285714,103.655,40.03,69.15,47.0,12.68,174.0285714285714,中度污染,西安市
430,-3.5400000000000205,38.19,92.08318,189.6,112.48,39.24,69.48750000000001,53.5,11.035,189.6,中度污染,西安市
431,-4.829999999999984,40.25,89.99792,186.45714285714288,114.405,39.21,75.4875,58.75,11.095,186.45714285714288,中度污染,西安市
432,-5.2900000000000205,40.92,89.44847999999999,215.15,134.15,45.86,86.1875,67.25,10.775,215.15,重度污染,西安市
433,-5.189999999999998,39.68,89.97198,202.16,127.015,43.33,85.60000000000001,61.25,12.61,202.16,重度污染,西安市
434,-6.509999999999991,41.55,88.02817999999999,181.35714285714283,118.005,42.12,75.11250000000001,55.00000000000001,15.705,181.35714285714283,中度污染,西安市
435,-7.410000000000025,42.19,85.66304,176.8571428571429,116.87,41.74,62.8625,54.25,16.26,176.8571428571429,中度污染,西安市
436,-2.490000000000009,36.31,95.02455,169.22857142857146,90.27,38.97,58.3875,37.75,14.44,169.22857142857146,中度污染,西安市
437,-1.75,35.16,96.73327,198.8857142857143,101.16,43.16,60.775,45.5,12.54,198.8857142857143,中度污染,西安市
438,-1.5199999999999818,35.27,97.12107,224.61,119.98,49.3,58.462500000000006,55.75,11.89,224.61,重度污染,西安市
439,-1.079999999999984,35.2,97.74886000000001,265.4,150.74,54.32,47.8125,70.75,10.275,265.4,重度污染,西安市
440,-0.6299999999999955,33.62,98.32667,305.67,182.475,59.21,52.6125,88.5,8.745,305.67,严重污染,西安市
441,-1.1000000000000227,33.42,97.13042999999999,320.31,206.8142857142857,61.635,67.69999999999999,100.8,8.41,320.31,严重污染,西安市
442,-1.9800000000000182,34.62,95.53511999999999,305.03,203.14285714285717,61.835,84.03750000000001,100.3,9.535,305.03,严重污染,西安市
443,-2.3600000000000136,34.32,95.05652,267.61,178.01,57.815,101.135,86.75,10.73,267.61,重度污染,西安市
444,-4.149999999999977,35.39,92.09088,220.59,144.47,52.875,82.9375,68.75,14.58,220.59,重度污染,西安市
445,-7.399999999999977,41.11,85.8442,203.38,131.495,50.995000000000005,62.55,62.25000000000001,16.255,203.38,重度污染,西安市
446,-7.060000000000002,41.21,84.15261,177.71428571428572,115.54,46.23,48.9,53.75,16.875,177.71428571428572,中度污染,西安市
447,-0.5299999999999727,30.36,98.31869999999999,345.84,247.5,68.825,75.125,101.6,6.655,345.84,严重污染,西安市
448,-1.1000000000000227,32.47,97.65875,328.93,250.4142857142857,74.11500000000001,94.775,101.6,8.38,328.93,严重污染,西安市
449,-2.079999999999984,31.44,95.68647,276.22,183.44,65.89500000000001,105.16,89.0,10.11,276.22,重度污染,西安市
450,-3.1999999999999886,31.9,93.62982000000001,235.38,152.84,58.695,83.38749999999999,72.25,13.245,235.38,重度污染,西安市
451,-5.509999999999991,35.65,89.2013,211.77,135.01999999999998,55.335,61.95,63.5,15.09,211.77,重度污染,西安市
452,-1.3000000000000114,31.23,98.29988,358.08,278.3142857142857,88.02000000000001,94.6125,102.3,6.64,358.08,严重污染,西安市
453,-1.4800000000000182,29.31,97.27575999999999,298.88,195.145,75.88,106.26,94.5,8.54,298.88,重度污染,西安市
454,-1.9300000000000068,28.44,96.14159,255.47,165.45,68.225,96.25,78.75,10.62,255.47,重度污染,西安市
455,-1.5,30.23,98.17365,331.58,213.3142857142857,81.055,87.1875,94.75,7.27,331.58,严重污染,西安市
456,-1.3899999999999864,29.27,98.49435000000001,311.9,198.615,78.69,86.8625,93.25,8.35,311.9,严重污染,西安市
